breach_id,run_id,timestamp,agent_id,policy_breach_type,severity,breach_description,requires_review,environment
breach_000173,run_000492_f3311e82,2026-02-27T10:33:22.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000174,run_000493_2838961a,2026-02-27T10:43:35.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000175,run_000497_d0b8329d,2026-02-27T13:37:07.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000176,run_000498_de563ba3,2026-02-27T13:44:20.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000177,run_000500_e49ab6e7,2026-02-27T15:03:42.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000178,run_000502_330aad00,2026-02-27T17:18:34.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000179,run_000503_685a3d34,2026-02-27T17:24:25.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000180,run_000508_63af7205,2026-02-27T23:41:31.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000181,run_000509_6c5021a4,2026-02-28T00:04:11.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000182,run_000511_6f486074,2026-02-28T00:39:37.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000183,run_000514_3a93ba19,2026-02-28T02:35:10.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000184,run_000516_5eaa57de,2026-02-28T02:46:29.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000185,run_000518_b135def7,2026-02-28T05:51:32.771687+00:00,agent_hr_policy,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,test
breach_000186,run_000519_ec7cc062,2026-02-28T06:49:09.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000187,run_000520_f3c6b7c5,2026-02-28T08:14:45.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000188,run_000525_2b5a0139,2026-02-28T11:32:48.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000189,run_000526_e043e551,2026-02-28T12:48:34.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000190,run_000527_5e242d69,2026-02-28T13:34:55.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000191,run_000528_881bab46,2026-02-28T14:13:36.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000192,run_000529_94ac5ed5,2026-02-28T14:54:23.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000193,run_000531_d6f0001d,2026-02-28T16:08:17.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000194,run_000532_da02a413,2026-02-28T16:12:07.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000195,run_000533_51a16497,2026-02-28T17:17:25.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000196,run_000535_9bd250ce,2026-02-28T17:58:22.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000197,run_000536_8fd76b2b,2026-02-28T19:58:14.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000198,run_000541_5b8948ca,2026-03-01T03:05:23.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000199,run_000542_d7ca27d1,2026-03-01T05:13:35.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000200,run_000544_6c32a0f9,2026-03-01T10:08:25.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000201,run_000550_d6549425,2026-03-01T19:00:57.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000202,run_000555_aa0f3e2e,2026-03-02T00:23:08.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000203,run_000556_7aecce41,2026-03-02T00:30:49.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000204,run_000561_df974c5c,2026-03-02T01:45:44.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000205,run_000562_736d04bf,2026-03-02T02:05:50.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000206,run_000566_8ef14db9,2026-03-02T03:03:44.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000207,run_000568_4ea416a2,2026-03-02T05:50:16.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000208,run_000569_a49a8895,2026-03-02T05:52:59.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000209,run_000571_f1227747,2026-03-02T06:25:18.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000210,run_000577_17e05be1,2026-03-02T13:28:23.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000211,run_000578_5398fbf4,2026-03-02T15:24:59.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000212,run_000585_987bd971,2026-03-02T23:19:38.771687+00:00,agent_invoice_dispute,Run Failure,high,Run did not complete and requires operational review.,True,dev
breach_000213,run_000587_014e4ef4,2026-03-02T23:59:38.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000214,run_000588_df063ed4,2026-03-03T00:58:09.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000215,run_000589_efe3a349,2026-03-03T01:00:01.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000216,run_000594_7706e9f3,2026-03-03T04:50:49.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000217,run_000596_2a2405e2,2026-03-03T06:19:04.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000218,run_000600_3b7124db,2026-03-03T08:22:00.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000219,run_000612_abef9c89,2026-03-03T19:34:13.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000220,run_000613_2d7ae152,2026-03-03T21:24:20.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000221,run_000614_28290f7b,2026-03-03T22:41:39.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000222,run_000615_91e88f61,2026-03-04T00:12:15.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000223,run_000620_e6e460e1,2026-03-04T05:46:37.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000224,run_000623_5adc28e6,2026-03-04T07:28:06.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000225,run_000629_3346d1f1,2026-03-04T16:51:47.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000226,run_000630_df2d7484,2026-03-04T19:17:25.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000227,run_000632_5fda1968,2026-03-04T20:02:25.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000228,run_000639_b9adf616,2026-03-05T01:34:05.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000229,run_000640_fdb9ad61,2026-03-05T02:26:23.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000230,run_000645_b0d5a222,2026-03-05T07:57:12.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000231,run_000648_d02a6a16,2026-03-05T09:56:31.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000232,run_000649_29d73697,2026-03-05T11:10:45.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000233,run_000652_3d25cf26,2026-03-05T14:52:26.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000234,run_000655_f872f187,2026-03-05T16:17:22.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000235,run_000657_01940109,2026-03-05T17:03:05.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000236,run_000658_dd9f1898,2026-03-05T20:07:25.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000237,run_000659_1be76b2e,2026-03-05T20:12:55.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000238,run_000660_42b2e3cf,2026-03-05T20:43:09.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000239,run_000663_c2f2da62,2026-03-05T23:43:23.771687+00:00,agent_powerbi_optimiser,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,dev
breach_000240,run_000664_f32240af,2026-03-06T01:38:50.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000241,run_000665_57e5c1de,2026-03-06T02:37:08.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000242,run_000667_3cf7a867,2026-03-06T04:55:22.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000243,run_000669_26020bff,2026-03-06T08:00:04.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000244,run_000670_7b54dcda,2026-03-06T08:49:15.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000245,run_000677_1cd49f7f,2026-03-06T19:03:24.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000246,run_000680_140dabd7,2026-03-06T21:00:49.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000247,run_000681_02d1d5d3,2026-03-06T21:23:17.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000248,run_000687_1a513934,2026-03-07T03:29:36.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000249,run_000692_2c2921af,2026-03-07T14:42:37.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000250,run_000695_7863e5f4,2026-03-07T15:11:57.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000251,run_000698_33bdc7b6,2026-03-07T19:28:26.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000252,run_000700_f84f2ef5,2026-03-07T19:58:59.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000253,run_000705_0f7b0d55,2026-03-08T01:44:29.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000254,run_000708_54a89aa6,2026-03-08T05:02:28.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000255,run_000709_ae68e215,2026-03-08T05:44:05.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000256,run_000711_7206c6c2,2026-03-08T08:38:01.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000257,run_000716_b2fabc98,2026-03-08T11:46:14.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000258,run_000717_183923a3,2026-03-08T13:44:21.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000259,run_000724_8dde09df,2026-03-08T22:43:01.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000260,run_000725_66e588b2,2026-03-08T23:22:26.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000261,run_000734_6785f622,2026-03-09T08:48:06.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000262,run_000737_d7c17db8,2026-03-09T10:02:16.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000263,run_000740_07450bb4,2026-03-09T17:08:54.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000264,run_000745_2264e6f3,2026-03-10T01:10:44.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000265,run_000748_038b376f,2026-03-10T06:53:55.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000266,run_000753_7136a753,2026-03-10T13:06:10.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000267,run_000754_f3d7942a,2026-03-10T16:15:59.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000268,run_000762_e9def267,2026-03-11T04:34:15.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000269,run_000766_3ffbc119,2026-03-11T11:08:33.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000270,run_000767_7b66790c,2026-03-11T11:38:54.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000271,run_000768_335c5614,2026-03-11T11:44:51.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000272,run_000769_9f0d4839,2026-03-11T12:05:41.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000273,run_000771_33e7c6ed,2026-03-11T13:56:31.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000274,run_000772_7ef9b2d3,2026-03-11T16:49:59.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000275,run_000773_582c0cbc,2026-03-11T17:50:06.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000276,run_000776_3f741e7f,2026-03-11T20:27:11.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000277,run_000782_5cad7490,2026-03-12T04:28:16.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000278,run_000783_2e381880,2026-03-12T05:11:45.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000279,run_000787_c1b69984,2026-03-12T08:39:18.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000280,run_000788_6370bf38,2026-03-12T09:43:54.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000281,run_000789_68c5352b,2026-03-12T14:16:06.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000282,run_000790_9aaf7408,2026-03-12T15:25:04.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000283,run_000791_26ef2311,2026-03-12T17:34:42.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000284,run_000792_f73263cc,2026-03-12T18:39:50.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000285,run_000795_132bacff,2026-03-13T03:12:24.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000286,run_000796_8813f53c,2026-03-13T03:14:40.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000287,run_000800_643f4c0a,2026-03-13T04:19:50.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000288,run_000802_9318de97,2026-03-13T05:37:17.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000289,run_000812_507c84f4,2026-03-13T11:31:42.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000290,run_000813_05b27992,2026-03-13T12:31:20.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000291,run_000814_ea3b3737,2026-03-13T12:40:20.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000292,run_000821_0f28739e,2026-03-14T01:44:45.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000293,run_000825_d53a2526,2026-03-14T05:53:03.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000294,run_000827_f27be8ef,2026-03-14T15:33:39.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000295,run_000833_95b302bb,2026-03-14T22:20:19.771687+00:00,agent_powerbi_optimiser,Run Failure,high,Run did not complete and requires operational review.,True,test
breach_000296,run_000836_fc283e6a,2026-03-15T01:51:17.771687+00:00,agent_invoice_dispute,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000297,run_000837_96bca68c,2026-03-15T02:48:22.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000298,run_000838_6858ca02,2026-03-15T03:23:39.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000299,run_000839_5eb94a2d,2026-03-15T03:27:13.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000300,run_000840_0b30c35b,2026-03-15T05:15:24.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,dev
breach_000301,run_000845_739d3ea1,2026-03-15T09:47:47.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000302,run_000846_4b5f1f2f,2026-03-15T10:02:54.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000303,run_000849_1b3a3857,2026-03-15T13:55:54.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000304,run_000851_89669ae8,2026-03-15T14:27:30.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000305,run_000854_9597709a,2026-03-15T19:08:56.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000306,run_000858_b7a80231,2026-03-15T22:49:21.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000307,run_000859_f5c54a2e,2026-03-15T23:06:52.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000308,run_000862_b6c88277,2026-03-15T23:45:36.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000309,run_000863_2e2b1a19,2026-03-16T00:03:01.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000310,run_000865_11a66241,2026-03-16T05:18:39.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000311,run_000867_6026cf31,2026-03-16T07:20:17.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000312,run_000868_3bbfda99,2026-03-16T07:29:48.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000313,run_000871_41e71ab5,2026-03-16T11:04:19.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000314,run_000873_7698572f,2026-03-16T14:50:52.771687+00:00,agent_hr_policy,High Cost,medium,Run exceeded the expected cost band for this agent workflow.,True,dev
breach_000315,run_000880_049887ab,2026-03-17T00:31:33.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000316,run_000886_c66defb4,2026-03-17T03:50:47.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000317,run_000887_db255d02,2026-03-17T05:02:41.771687+00:00,agent_powerbi_optimiser,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000318,run_000896_aaaadfb5,2026-03-17T11:08:43.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000319,run_000897_b75d51f8,2026-03-17T12:50:49.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000320,run_000898_f8a45a8f,2026-03-17T14:46:52.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000321,run_000909_0fa5ea43,2026-03-18T01:50:51.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000322,run_000917_3b0991ff,2026-03-18T11:21:44.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000323,run_000921_a746a439,2026-03-18T15:05:51.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000324,run_000922_b2f82cb1,2026-03-18T15:42:25.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000325,run_000927_674cc81c,2026-03-18T20:58:57.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000326,run_000936_09b72f88,2026-03-19T05:34:17.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000327,run_000938_a525b984,2026-03-19T06:09:56.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,prod
breach_000328,run_000943_90ed7f75,2026-03-19T08:42:18.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000329,run_000946_df929498,2026-03-19T09:58:53.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000330,run_000947_3143be0e,2026-03-19T12:21:07.771687+00:00,agent_hr_policy,Run Failure,medium,Run did not complete and requires operational review.,True,test
breach_000331,run_000948_3c1816cd,2026-03-19T15:11:22.771687+00:00,agent_invoice_dispute,Run Failure,medium,Run did not complete and requires operational review.,True,dev
breach_000332,run_000949_b4a50682,2026-03-19T16:39:59.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000333,run_000951_08f0b49d,2026-03-19T20:41:33.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000334,run_000956_f128fc11,2026-03-20T01:54:37.771687+00:00,agent_hr_policy,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,test
breach_000335,run_000957_5a505f1f,2026-03-20T02:34:49.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000336,run_000962_4b907c09,2026-03-20T09:12:07.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000337,run_000964_5864f1d3,2026-03-20T09:23:18.771687+00:00,agent_powerbi_optimiser,Low Groundedness,high,Response confidence fell below the accepted governance threshold.,True,prod
breach_000338,run_000968_f3eb435e,2026-03-20T11:42:13.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000339,run_000969_9be89a3c,2026-03-20T11:51:49.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000340,run_000971_9b2a38bf,2026-03-20T12:22:54.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000341,run_000974_6d0954e1,2026-03-20T15:46:07.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000342,run_000976_b678a782,2026-03-20T16:38:24.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000343,run_000980_4df2ea2c,2026-03-20T20:01:05.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000344,run_000982_1465fadd,2026-03-20T22:40:23.771687+00:00,agent_hr_policy,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
breach_000345,run_000988_f46f9466,2026-03-21T03:58:15.771687+00:00,agent_invoice_dispute,Data Risk,high,Run used a sensitive synthetic source in a production-like environment.,True,prod
