run_id,timestamp,agent_id,agent_name,business_domain,model_used,input_tokens,output_tokens,estimated_cost_aud,latency_ms,status,risk_level,groundedness_score,user_feedback,policy_breach_type,tool_calls_count,data_source_used,environment
run_000380_62a37a80,2026-02-22T07:33:57.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,806,927,0.0011,975,success,low,0.769,not_provided,,0,employee handbook,test
run_000381_dee18b91,2026-02-22T09:08:20.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1524,770,0.0012,1232,success,low,0.841,neutral,,0,synthetic employee case notes,test
run_000382_4d98d859,2026-02-22T13:14:04.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2312,429,0.0121,722,success,low,0.841,positive,,4,invoice ledger extract,test
run_000383_1a77f233,2026-02-22T15:43:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,3527,3151,0.0868,2582,success,medium,0.829,positive,High Cost,4,payment dispute queue,dev
run_000384_3d02f3ba,2026-02-22T18:25:17.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2028,997,0.0015,1164,success,low,0.99,positive,,5,leave policy index,dev
run_000385_74090f7c,2026-02-22T18:37:46.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2086,316,0.0008,951,success,low,0.833,positive,,0,leave policy index,prod
run_000386_0f56fde9,2026-02-22T19:03:04.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2255,597,0.0012,507,success,low,0.983,positive,,1,payment dispute queue,prod
run_000387_f137b8fd,2026-02-22T19:10:30.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1310,207,0.0106,3290,failed,high,0.702,neutral,Data Risk,1,employee handbook,prod
run_000388_12e044fb,2026-02-22T19:21:15.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1194,419,0.0007,650,success,low,0.766,positive,,0,DAX performance logs,prod
run_000389_9184cbea,2026-02-22T19:49:22.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2772,225,0.0009,304,success,low,0.642,not_provided,,2,leave policy index,test
run_000390_745e9d3e,2026-02-22T20:17:23.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,24523,4176,0.1237,566,success,medium,0.714,neutral,High Cost,0,synthetic customer account notes,test
run_000391_c7a8c0af,2026-02-22T21:19:45.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1076,964,0.0012,397,success,high,0.662,positive,Data Risk,3,employee handbook,prod
run_000392_81877409,2026-02-22T22:27:30.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1706,1316,0.0373,2222,success,low,0.99,neutral,,0,HR policy knowledge base,prod
run_000393_d9abce33,2026-02-22T22:34:22.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,2179,808,0.0001,759,success,low,0.7,positive,,1,leave policy index,prod
run_000394_e6049e34,2026-02-22T23:09:19.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,4737,516,0.0329,2268,success,low,0.919,negative,,1,HR policy knowledge base,dev
run_000395_856428ff,2026-02-23T00:12:01.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1754,679,0.0134,3046,failed,medium,0.794,negative,Run Failure,5,synthetic customer account notes,dev
run_000396_8c153b95,2026-02-23T00:53:22.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,853,884,0.0001,519,success,low,0.681,positive,,0,semantic model metadata,prod
run_000397_3c671eb0,2026-02-23T02:09:38.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1218,679,0.0118,2309,success,low,0.846,positive,,2,semantic model metadata,prod
run_000398_56050ece,2026-02-23T04:27:44.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2856,336,0.0011,1087,success,low,0.911,positive,,3,payment dispute queue,dev
run_000399_bd8e9037,2026-02-23T05:12:08.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,3650,1276,0.0263,1144,success,high,0.99,neutral,Data Risk,2,synthetic employee case notes,prod
run_000400_5b814a4c,2026-02-23T11:15:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1752,372,0.0097,1945,success,low,0.955,positive,,2,vendor contract summary,dev
run_000401_9356cec2,2026-02-23T13:05:15.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,781,704,0.0001,613,success,high,0.796,positive,Data Risk,0,synthetic customer account notes,prod
run_000402_b2c113ec,2026-02-23T14:16:38.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,994,228,0.0057,1160,success,low,0.789,positive,,0,leave policy index,prod
run_000403_1435b600,2026-02-23T15:27:39.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1288,561,0.0009,1342,success,low,0.842,neutral,,0,HR policy knowledge base,prod
run_000404_2340e066,2026-02-23T15:37:55.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1875,458,0.0187,939,success,low,0.951,positive,,1,leave policy index,prod
run_000405_440d6a81,2026-02-23T16:08:30.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,4220,162,0.0146,2647,success,low,0.942,positive,,0,leave policy index,prod
run_000406_ea5c326c,2026-02-23T16:20:41.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2428,1509,0.0021,1897,timeout,medium,0.814,negative,Run Failure,0,vendor contract summary,prod
run_000407_3bd94404,2026-02-23T16:40:46.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,2390,439,0.0001,944,success,low,0.738,positive,,2,synthetic employee case notes,dev
run_000408_8f04d81e,2026-02-23T17:10:26.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1310,572,0.0009,3285,failed,medium,0.78,negative,Run Failure,0,employee handbook,dev
run_000409_981f3453,2026-02-23T20:01:16.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,2237,1065,0.034,3656,timeout,medium,0.925,not_provided,Run Failure,0,employee handbook,prod
run_000410_74dec5d1,2026-02-23T20:51:05.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1218,587,0.0009,690,success,low,0.93,neutral,,3,capacity utilisation extract,prod
run_000411_e7be51ec,2026-02-24T02:27:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,6865,566,0.0274,11128,timeout,high,0.587,not_provided,Low Groundedness,2,payment dispute queue,test
run_000412_cafd57f7,2026-02-24T02:33:06.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3538,714,0.0016,1004,success,low,0.909,not_provided,,3,vendor contract summary,prod
run_000413_67075bc6,2026-02-24T04:05:38.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,2658,589,0.0252,1266,success,high,0.805,positive,Data Risk,1,employee handbook,prod
run_000414_7b50dde5,2026-02-24T06:17:57.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2912,709,0.0172,2180,success,high,0.687,positive,Data Risk,0,synthetic employee case notes,prod
run_000415_8a96f45e,2026-02-24T10:05:40.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,740,439,0.0132,2019,success,low,0.99,positive,,0,payment dispute queue,prod
run_000416_d97597c1,2026-02-24T10:50:49.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,752,545,0.0007,592,success,low,0.936,positive,,0,capacity utilisation extract,prod
run_000417_53394691,2026-02-24T12:18:59.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1573,744,0.0011,200,success,low,0.753,positive,,0,synthetic customer account notes,dev
run_000418_8960ec21,2026-02-24T16:19:20.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,822,767,0.001,995,success,low,0.99,positive,,2,semantic model metadata,test
run_000419_2b4a1fbe,2026-02-24T17:38:57.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1691,575,0.0001,856,success,high,0.896,positive,Data Risk,5,synthetic employee case notes,prod
run_000420_9560892b,2026-02-24T17:53:48.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1310,313,0.0001,651,success,low,0.823,not_provided,,9,synthetic employee case notes,dev
run_000421_076d8bcb,2026-02-24T18:56:17.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,628,678,0.0008,965,success,high,0.763,not_provided,Data Risk,0,invoice ledger extract,prod
run_000422_e744f897,2026-02-24T19:45:40.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1138,1112,0.0168,2101,success,low,0.73,not_provided,,0,leave policy index,dev
run_000423_a8de25a1,2026-02-24T19:51:35.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,2181,266,0.0158,596,success,low,0.857,neutral,,2,vendor contract summary,test
run_000424_e028f501,2026-02-24T21:20:23.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,2775,510,0.024,3030,success,low,0.799,positive,,1,DAX performance logs,test
run_000425_008561f9,2026-02-24T21:39:40.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,782,539,0.0156,1462,success,low,0.799,positive,,1,invoice ledger extract,dev
run_000426_7aa81ded,2026-02-24T22:22:40.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1208,555,0.0179,2477,success,low,0.887,positive,,0,HR policy knowledge base,test
run_000427_0e2a7776,2026-02-24T22:24:38.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1802,845,0.0271,1372,success,low,0.922,neutral,,0,synthetic employee case notes,test
run_000428_a4c08702,2026-02-24T23:35:28.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,2222,831,0.0002,1034,success,low,0.933,negative,,5,Power BI usage metrics,dev
run_000429_6fafc2c1,2026-02-25T00:49:15.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2424,691,0.0013,870,success,low,0.896,negative,,2,synthetic employee case notes,test
run_000430_4cf0a9e8,2026-02-25T02:05:45.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,1095,513,0.0001,235,success,low,0.76,neutral,,2,payment dispute queue,test
run_000431_4ce7d81a,2026-02-25T02:12:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,795,760,0.0207,1836,success,low,0.952,positive,,0,employee handbook,dev
run_000432_ba14f88c,2026-02-25T02:40:54.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1687,607,0.001,996,success,low,0.853,positive,,2,synthetic employee case notes,dev
run_000433_7c086d66,2026-02-25T03:20:36.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1175,556,0.0008,385,success,low,0.99,positive,,1,payment dispute queue,test
run_000434_80b62148,2026-02-25T05:10:32.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3742,373,0.0013,840,success,low,0.99,positive,,0,synthetic employee case notes,dev
run_000435_572f0a83,2026-02-25T05:51:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,2420,1837,0.0024,1191,success,high,0.986,positive,Data Risk,6,synthetic employee case notes,prod
run_000436_56088940,2026-02-25T07:20:19.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1193,615,0.0009,1448,success,low,0.858,positive,,2,semantic model metadata,prod
run_000437_6c1eccf7,2026-02-25T08:20:53.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1525,311,0.0083,2717,success,high,0.72,not_provided,Data Risk,0,synthetic customer account notes,prod
run_000438_ef2edad7,2026-02-25T10:24:38.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1354,804,0.0137,1925,success,low,0.886,positive,,7,invoice ledger extract,dev
run_000439_1db236de,2026-02-25T11:24:55.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1257,2941,0.0718,8749,failed,medium,0.975,not_provided,Run Failure,0,DAX performance logs,dev
run_000440_ade95a3c,2026-02-25T12:01:47.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1604,675,0.0001,610,success,low,0.843,positive,,0,employee handbook,dev
run_000441_0cceb721,2026-02-25T13:35:56.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1628,2181,0.0564,2913,success,low,0.98,not_provided,,0,vendor contract summary,dev
run_000442_a081e899,2026-02-25T14:04:20.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,931,482,0.0007,488,success,low,0.775,neutral,,0,payment dispute queue,prod
run_000443_5d05f2e4,2026-02-25T14:27:11.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2921,343,0.0129,2788,success,high,0.771,positive,Data Risk,1,synthetic customer account notes,prod
run_000444_74692b64,2026-02-25T15:11:23.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1576,695,0.0131,1871,success,low,0.73,positive,,3,capacity utilisation extract,test
run_000445_676d245c,2026-02-25T15:25:30.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1313,1270,0.0016,942,success,low,0.804,positive,,0,synthetic employee case notes,test
run_000446_cdd11bb7,2026-02-25T15:52:33.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,1900,372,0.0001,831,success,high,0.593,not_provided,Low Groundedness,3,employee handbook,dev
run_000447_ab55c587,2026-02-25T17:16:45.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,5438,3362,0.1001,2680,success,high,0.75,not_provided,Data Risk,2,synthetic customer account notes,prod
run_000448_1601012a,2026-02-25T17:47:57.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,3303,1347,0.0261,1929,success,high,0.434,not_provided,Low Groundedness,4,payment dispute queue,dev
run_000449_c005d8d1,2026-02-25T18:01:40.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2396,1407,0.002,744,success,low,0.834,neutral,,1,vendor contract summary,dev
run_000450_51dc0941,2026-02-25T19:57:30.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1248,901,0.0012,1465,success,low,0.756,positive,,1,leave policy index,prod
run_000451_e22b8e27,2026-02-25T20:23:02.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1418,843,0.0253,2880,success,low,0.99,positive,,0,HR policy knowledge base,dev
run_000452_dd6ebb1b,2026-02-25T20:29:33.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,888,690,0.0109,3100,failed,medium,0.875,not_provided,Run Failure,1,semantic model metadata,prod
run_000453_05214876,2026-02-25T22:26:37.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,5821,1278,0.0328,2636,success,low,0.756,negative,,1,synthetic customer account notes,test
run_000454_ad8bd97d,2026-02-25T23:35:06.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1998,455,0.0115,2082,success,low,0.758,positive,,0,vendor contract summary,prod
run_000455_a4d72d70,2026-02-26T00:15:15.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1991,1534,0.002,1838,success,high,0.717,positive,Data Risk,0,synthetic employee case notes,prod
run_000456_31980c02,2026-02-26T02:36:39.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1508,738,0.0134,2060,success,high,0.378,not_provided,Low Groundedness,0,synthetic employee case notes,prod
run_000457_071c28ae,2026-02-26T03:35:10.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1418,2486,0.0028,1223,success,high,0.627,neutral,Data Risk,1,synthetic employee case notes,prod
run_000458_2335b051,2026-02-26T03:43:05.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1333,593,0.0009,1906,timeout,medium,0.773,not_provided,Run Failure,4,HR policy knowledge base,prod
run_000459_a9cab596,2026-02-26T03:43:33.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1153,1528,0.0018,823,success,low,0.898,neutral,,0,HR policy knowledge base,dev
run_000460_a4b6a178,2026-02-26T03:58:46.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1176,1002,0.0278,2145,success,low,0.782,positive,,2,capacity utilisation extract,test
run_000461_41ec6a35,2026-02-26T05:51:21.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,995,373,0.0006,1326,success,low,0.68,negative,,1,capacity utilisation extract,test
run_000462_c91cb388,2026-02-26T06:01:28.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2234,962,0.0182,1881,success,high,0.865,neutral,Data Risk,3,synthetic customer account notes,prod
run_000463_155bf91e,2026-02-26T10:12:35.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,1779,378,0.0001,684,success,high,0.59,positive,Low Groundedness,9,DAX performance logs,prod
run_000464_388563bb,2026-02-26T10:13:01.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,3283,278,0.0011,837,success,high,0.918,positive,Data Risk,1,synthetic customer account notes,prod
run_000465_3040edf6,2026-02-26T10:28:17.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,4399,586,0.0202,1804,success,low,0.968,positive,,0,invoice ledger extract,dev
run_000466_260861b5,2026-02-26T11:10:37.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2045,310,0.0008,1144,success,low,0.76,neutral,,0,vendor contract summary,prod
run_000467_66d47eaa,2026-02-26T12:33:51.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,4575,383,0.0015,1021,success,high,0.743,neutral,Data Risk,2,synthetic employee case notes,prod
run_000468_f68e0386,2026-02-26T13:34:05.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,2667,711,0.0165,1930,success,low,0.815,positive,,6,HR policy knowledge base,prod
run_000469_65699731,2026-02-26T13:36:30.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2093,650,0.0141,581,success,low,0.73,negative,,0,vendor contract summary,prod
run_000470_3d0e5f36,2026-02-26T13:51:22.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1656,912,0.028,1297,success,low,0.91,positive,,3,semantic model metadata,test
run_000471_6cb0cabe,2026-02-26T16:20:30.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1564,604,0.001,1017,success,low,0.906,positive,,0,capacity utilisation extract,dev
run_000472_e564d51f,2026-02-26T16:21:00.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,678,661,0.0179,2959,success,low,0.962,positive,,4,DAX performance logs,dev
run_000473_4eb28072,2026-02-26T17:19:41.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1331,986,0.0158,2123,success,low,0.892,not_provided,,0,HR policy knowledge base,test
run_000474_fe82e41c,2026-02-26T19:00:49.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,1266,846,0.014,1933,success,high,0.399,positive,Data Risk,0,synthetic employee case notes,prod
run_000475_a05af766,2026-02-26T19:30:51.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,2623,532,0.0143,1762,success,low,0.762,not_provided,,9,DAX performance logs,test
run_000476_18f83c22,2026-02-26T21:10:25.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,1876,1672,0.0002,714,success,low,0.825,positive,,2,Power BI usage metrics,prod
run_000477_2673e3dc,2026-02-26T22:16:29.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,888,870,0.0236,1242,success,low,0.815,neutral,,4,leave policy index,prod
run_000478_20e243b5,2026-02-26T22:34:39.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1944,860,0.0281,3197,success,low,0.99,neutral,,1,HR policy knowledge base,prod
run_000479_8a51a3ed,2026-02-26T23:03:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,2002,757,0.0013,376,success,low,0.815,positive,,1,synthetic customer account notes,test
run_000480_411080ae,2026-02-27T00:03:08.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1963,566,0.0011,1179,success,low,0.99,neutral,,0,payment dispute queue,test
run_000481_60dd5ca1,2026-02-27T00:22:31.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,1295,212,0.0106,1178,success,low,0.826,positive,,0,synthetic employee case notes,test
run_000482_2a87b7f8,2026-02-27T00:58:48.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,2129,1111,0.0197,1265,success,low,0.736,positive,,4,capacity utilisation extract,test
run_000483_2eb2a157,2026-02-27T02:32:42.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,4907,2406,0.0436,1778,success,low,0.76,not_provided,,0,invoice ledger extract,test
run_000484_4c4a98d8,2026-02-27T03:11:23.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,2564,725,0.0164,2304,success,low,0.962,neutral,,0,vendor contract summary,prod
run_000485_94e74cf9,2026-02-27T03:15:33.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1162,932,0.0012,499,success,high,0.583,not_provided,Low Groundedness,0,invoice ledger extract,test
run_000486_d92084c8,2026-02-27T03:25:08.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4o-mini,1838,275,0.0007,1656,success,low,0.889,not_provided,,1,capacity utilisation extract,test
run_000487_e67a6a06,2026-02-27T04:12:01.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,684,459,0.0006,927,success,low,0.855,neutral,,0,HR policy knowledge base,prod
run_000488_73ae2d0d,2026-02-27T06:19:04.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4.1,5133,669,0.0234,1697,success,low,0.622,positive,,2,employee handbook,test
run_000489_45ddd90e,2026-02-27T06:56:22.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1644,447,0.0009,1204,success,low,0.944,neutral,,1,vendor contract summary,test
run_000490_588c7005,2026-02-27T07:46:24.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1418,508,0.0178,1494,success,high,0.463,positive,Low Groundedness,2,semantic model metadata,dev
run_000491_d1fc446a,2026-02-27T08:51:53.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,939,744,0.001,987,success,high,0.943,positive,Data Risk,3,invoice ledger extract,prod
run_000492_f3311e82,2026-02-27T10:33:22.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,local-gemma,2535,718,0.0002,1024,success,high,0.52,not_provided,Low Groundedness,1,payment dispute queue,prod
run_000493_2838961a,2026-02-27T10:43:35.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,996,855,0.0011,1103,success,high,0.465,positive,Low Groundedness,3,vendor contract summary,prod
run_000494_99f53083,2026-02-27T11:59:08.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,2299,524,0.0221,1829,success,low,0.903,not_provided,,0,HR policy knowledge base,prod
run_000495_c20f45ed,2026-02-27T12:18:50.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1560,344,0.0007,846,success,low,0.77,neutral,,2,vendor contract summary,prod
run_000496_4ef75045,2026-02-27T12:35:34.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,450,946,0.0127,1342,success,low,0.861,positive,,4,Power BI usage metrics,prod
run_000497_d0b8329d,2026-02-27T13:37:07.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,claude-sonnet,6776,820,0.0489,1939,success,high,0.393,negative,Data Risk,0,employee handbook,prod
run_000498_de563ba3,2026-02-27T13:44:20.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4.1,1037,321,0.007,6296,failed,medium,0.971,negative,Run Failure,3,vendor contract summary,prod
run_000499_edc931d3,2026-02-27T14:05:59.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,local-gemma,3794,474,0.0002,654,success,low,0.927,positive,,0,semantic model metadata,test
run_000500_e49ab6e7,2026-02-27T15:03:42.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1984,1319,0.0018,1564,success,high,0.888,positive,Data Risk,0,employee handbook,prod
run_000501_12293421,2026-02-27T16:07:51.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,gpt-4.1,1581,441,0.01,940,success,low,0.823,positive,,0,DAX performance logs,prod
run_000502_330aad00,2026-02-27T17:18:34.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,1502,1010,0.0014,825,success,high,0.891,neutral,Data Risk,1,synthetic employee case notes,prod
run_000503_685a3d34,2026-02-27T17:24:25.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,gpt-4o-mini,3351,454,0.0013,1272,success,high,0.295,not_provided,Low Groundedness,0,employee handbook,test
run_000504_d9e77400,2026-02-27T18:32:09.771687+00:00,agent_hr_policy,HR Policy Agent,Human Resources,local-gemma,5505,603,0.0003,657,success,low,0.902,positive,,0,HR policy knowledge base,prod
run_000505_42bf3d6d,2026-02-27T22:00:56.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,claude-sonnet,1179,1135,0.0308,2152,success,low,0.738,neutral,,1,invoice ledger extract,test
run_000506_c484b75f,2026-02-27T22:21:36.771687+00:00,agent_powerbi_optimiser,Power BI Optimiser Agent,Analytics,claude-sonnet,1397,606,0.0199,912,success,low,0.867,positive,,1,DAX performance logs,prod
run_000507_29f64c2e,2026-02-27T23:04:39.771687+00:00,agent_invoice_dispute,Invoice Dispute Agent,Finance Operations,gpt-4o-mini,1418,814,0.0012,1398,success,low,0.816,positive,,0,synthetic customer account notes,dev
